DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE
GDSC1,342,15667929,906824,Ca-Ski,SIDM00923,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,-0.717008,0.462887,0.087966,-0.499149
GDSC1,342,15673713,906843,DoTc2-4510,SIDM00864,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,2.262029,0.877294,0.076188,1.803027
GDSC1,342,15689839,907068,HT-3,SIDM00679,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,0.559544,0.65908,0.161155,0.48736
GDSC1,342,15796041,924107,CAL-39,SIDM00935,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,-1.583963,0.326588,0.118421,-1.169126
GDSC1,342,15805283,930297,SiHa,SIDM01093,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,0.36284,0.623062,0.130516,0.335349
GDSC1,342,15805627,930298,SKG-IIIa,SIDM00381,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,0.447456,0.629506,0.120229,0.400739
GDSC1,342,15814838,949154,OMC-1,SIDM00240,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,-0.11023,0.555922,0.131787,-0.030236
GDSC1,342,15840256,1240179,MS751,SIDM00638,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,0.349901,0.636362,0.126963,0.32535
GDSC1,342,15849417,1240212,SISO,SIDM00394,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,-1.155115,0.390111,0.097796,-0.837715
GDSC1,342,15864691,1298134,HeLa,SIDM00846,CESC,1441,AZD2014,"mTORC1, mTORC2",PI3K/MTOR signaling,1001,Y,0.039063,10.0,0.086693,0.592982,0.167364,0.121945
GDSC1,342,15583843,687505,C-33-A,SIDM00889,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,2.320701,0.962251,0.075114,0.439069
GDSC1,342,15584176,687506,C-4-I,SIDM00905,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,1.422415,0.911289,0.117908,-0.308854
GDSC1,342,15584517,687514,ME-180,SIDM00627,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,1.831345,0.926273,0.120513,0.031626
GDSC1,342,15607401,724839,SW756,SIDM01174,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,1.568722,0.903158,0.109886,-0.187037
GDSC1,342,15667930,906824,Ca-Ski,SIDM00923,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,1.207017,0.881676,0.045635,-0.488197
GDSC1,342,15673714,906843,DoTc2-4510,SIDM00864,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,2.635205,0.973632,0.125685,0.700929
GDSC1,342,15689840,907068,HT-3,SIDM00679,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,1.440759,0.913556,0.105501,-0.29358
GDSC1,342,15796042,924107,CAL-39,SIDM00935,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,2.034762,0.949708,0.02018,0.200993
GDSC1,342,15805284,930297,SiHa,SIDM01093,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,2.306893,0.944855,0.100981,0.427572
GDSC1,342,15805628,930298,SKG-IIIa,SIDM00381,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,1.62129,0.897002,0.084266,-0.143268
GDSC1,342,15814839,949154,OMC-1,SIDM00240,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,3.25957,0.980284,0.023491,1.220782
GDSC1,342,15840257,1240179,MS751,SIDM00638,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,1.083624,0.911161,0.117303,-0.590935
GDSC1,342,15849418,1240212,SISO,SIDM00394,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,1.800812,0.943116,0.151254,0.006204
GDSC1,342,15864692,1298134,HeLa,SIDM00846,CESC,1444,AZD8186,"PI3Kbeta, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.009766,2.5,1.609618,0.945862,0.091957,-0.152987
GDSC1,342,15583844,687505,C-33-A,SIDM00889,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,2.791624,0.916414,0.03079,0.154358
GDSC1,342,15584177,687506,C-4-I,SIDM00905,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,3.411235,0.945323,0.021786,0.666623
GDSC1,342,15584518,687514,ME-180,SIDM00627,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,0.517231,0.647368,0.07058,-1.726005
GDSC1,342,15607402,724839,SW756,SIDM01174,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,3.442405,0.930965,0.031834,0.692393
GDSC1,342,15667931,906824,Ca-Ski,SIDM00923,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,1.304494,0.75091,0.081688,-1.075132
GDSC1,342,15689841,907068,HT-3,SIDM00679,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,2.285344,0.871029,0.052035,-0.264211
GDSC1,342,15796043,924107,CAL-39,SIDM00935,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,1.650714,0.808668,0.042757,-0.788894
GDSC1,342,15805285,930297,SiHa,SIDM01093,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,5.039363,0.980982,0.049535,2.012684
GDSC1,342,15805629,930298,SKG-IIIa,SIDM00381,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,3.233086,0.910765,0.032503,0.519338
GDSC1,342,15814840,949154,OMC-1,SIDM00240,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,1.026572,0.723185,0.070354,-1.304906
GDSC1,342,15840258,1240179,MS751,SIDM00638,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,2.995364,0.946508,0.066517,0.322801
GDSC1,342,15849419,1240212,SISO,SIDM00394,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,2.071552,0.859615,0.067867,-0.440965
GDSC1,342,15864693,1298134,HeLa,SIDM00846,CESC,1445,AZD8835,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,2.930035,0.942168,0.02464,0.26879
GDSC1,342,15583845,687505,C-33-A,SIDM00889,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,3.727776,0.962964,0.046865,1.069203
GDSC1,342,15584178,687506,C-4-I,SIDM00905,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,3.316814,0.940857,0.216861,0.737785
GDSC1,342,15584519,687514,ME-180,SIDM00627,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,-0.036446,0.56571,0.078201,-1.966426
GDSC1,342,15607403,724839,SW756,SIDM01174,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,5.183523,0.981859,0.038727,2.24318
GDSC1,342,15667932,906824,Ca-Ski,SIDM00923,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,1.674104,0.79441,0.03247,-0.586965
GDSC1,342,15673715,906843,DoTc2-4510,SIDM00864,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,2.830465,0.921858,0.034644,0.345573
GDSC1,342,15689842,907068,HT-3,SIDM00679,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,1.381256,0.772648,0.063216,-0.823131
GDSC1,342,15796044,924107,CAL-39,SIDM00935,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,0.997137,0.724287,0.054922,-1.132901
GDSC1,342,15805286,930297,SiHa,SIDM01093,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,4.842509,0.977667,0.041361,1.968171
GDSC1,342,15805630,930298,SKG-IIIa,SIDM00381,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,3.335663,0.916514,0.06198,0.752987
GDSC1,342,15814841,949154,OMC-1,SIDM00240,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,0.788845,0.690217,0.059808,-1.300876
GDSC1,342,15840259,1240179,MS751,SIDM00638,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,3.900926,0.979898,0.015327,1.208838
GDSC1,342,15849420,1240212,SISO,SIDM00394,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,1.706895,0.820022,0.061277,-0.560521
GDSC1,342,15864694,1298134,HeLa,SIDM00846,CESC,1446,PI3Ka_4409,"PI3Kalpha, PI3Kdelta",PI3K/MTOR signaling,1001,Y,0.039063,10.0,3.221986,0.957073,0.013813,0.661312
GDSC1,342,15583847,687505,C-33-A,SIDM00889,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-3.914529,0.393271,0.104151,-0.923552
GDSC1,342,15584180,687506,C-4-I,SIDM00905,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-1.349783,0.776981,0.070225,0.557234
GDSC1,342,15584521,687514,ME-180,SIDM00627,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-3.369448,0.48071,0.097653,-0.608843
GDSC1,342,15607405,724839,SW756,SIDM01174,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-0.147394,0.879786,0.144137,1.251447
GDSC1,342,15667934,906824,Ca-Ski,SIDM00923,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-5.041117,0.246132,0.123546,-1.574001
GDSC1,342,15673717,906843,DoTc2-4510,SIDM00864,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-1.599156,0.751875,0.240294,0.413255
GDSC1,342,15689844,907068,HT-3,SIDM00679,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-4.070874,0.371089,0.153133,-1.01382
GDSC1,342,15796046,924107,CAL-39,SIDM00935,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-3.287565,0.492832,0.208697,-0.561567
GDSC1,342,15805288,930297,SiHa,SIDM01093,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-1.09435,0.793605,0.116653,0.704711
GDSC1,342,15805632,930298,SKG-IIIa,SIDM00381,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-0.98355,0.793884,0.119269,0.768683
GDSC1,342,15814843,949154,OMC-1,SIDM00240,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-0.609941,0.855747,0.076575,0.98439
GDSC1,342,15840261,1240179,MS751,SIDM00638,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-3.57947,0.443452,0.142299,-0.730102
GDSC1,342,15849422,1240212,SISO,SIDM00394,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-3.59505,0.443109,0.093775,-0.739097
GDSC1,342,15864696,1298134,HeLa,SIDM00846,CESC,1451,PLK_6522,"PLK1, PLK2, PLK3",Cell cycle,1001,Y,0.002441,0.625,-2.936472,0.551311,0.079752,-0.358859
GDSC1,342,15583849,687505,C-33-A,SIDM00889,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,0.426211,0.828748,0.053924,-1.001112
GDSC1,342,15584182,687506,C-4-I,SIDM00905,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,0.759049,0.856943,0.162165,-0.740413
GDSC1,342,15584523,687514,ME-180,SIDM00627,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,1.277346,0.890472,0.055319,-0.334449
GDSC1,342,15607407,724839,SW756,SIDM01174,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,0.813938,0.843896,0.140591,-0.69742
GDSC1,342,15667936,906824,Ca-Ski,SIDM00923,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,1.006889,0.865366,0.028003,-0.546288
GDSC1,342,15673719,906843,DoTc2-4510,SIDM00864,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,1.637866,0.933763,0.110432,-0.052068
GDSC1,342,15689846,907068,HT-3,SIDM00679,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,-0.170472,0.75132,0.071749,-1.468471
GDSC1,342,15796048,924107,CAL-39,SIDM00935,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,0.841609,0.869468,0.072022,-0.675746
GDSC1,342,15805290,930297,SiHa,SIDM01093,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,1.712074,0.914937,0.032083,0.006056
GDSC1,342,15805634,930298,SKG-IIIa,SIDM00381,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,1.939555,0.915977,0.045925,0.184234
GDSC1,342,15814845,949154,OMC-1,SIDM00240,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,1.624435,0.921517,0.105454,-0.062588
GDSC1,342,15840263,1240179,MS751,SIDM00638,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,0.483529,0.852921,0.17499,-0.956216
GDSC1,342,15849424,1240212,SISO,SIDM00394,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,-0.458318,0.717906,0.030023,-1.69393
GDSC1,342,15864698,1298134,HeLa,SIDM00846,CESC,1458,PARP_9495,"PARP1, PARP2, PARP7",Genome integrity,1001,Y,0.009766,2.5,0.409548,0.843731,0.112059,-1.014163
GDSC1,342,15583850,687505,C-33-A,SIDM00889,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-2.908422,0.334957,0.119233,-1.613532
GDSC1,342,15584183,687506,C-4-I,SIDM00905,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,0.543834,0.835305,0.095659,0.194173
GDSC1,342,15584524,687514,ME-180,SIDM00627,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-1.288857,0.585781,0.086589,-0.765479
GDSC1,342,15607408,724839,SW756,SIDM01174,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-1.252312,0.588943,0.11706,-0.746343
GDSC1,342,15667937,906824,Ca-Ski,SIDM00923,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-1.246619,0.591063,0.118101,-0.743362
GDSC1,342,15673720,906843,DoTc2-4510,SIDM00864,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-0.058586,0.772494,0.084633,-0.121272
GDSC1,342,15689847,907068,HT-3,SIDM00679,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-3.540907,0.24884,0.080483,-1.94472
GDSC1,342,15796049,924107,CAL-39,SIDM00935,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-1.073623,0.623324,0.069009,-0.652776
GDSC1,342,15805291,930297,SiHa,SIDM01093,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,1.214605,0.880863,0.128937,0.545408
GDSC1,342,15805635,930298,SKG-IIIa,SIDM00381,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,0.777113,0.830805,0.113895,0.316324
GDSC1,342,15814846,949154,OMC-1,SIDM00240,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,1.837455,0.933591,0.074248,0.871551
GDSC1,342,15840264,1240179,MS751,SIDM00638,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-0.182375,0.767557,0.173434,-0.186092
GDSC1,342,15849425,1240212,SISO,SIDM00394,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-3.27425,0.279229,0.046053,-1.80509
GDSC1,342,15864699,1298134,HeLa,SIDM00846,CESC,1459,PARP_0108,"PARP1, PARP2, PARP6",Genome integrity,1001,Y,0.009766,2.5,-0.797837,0.674343,0.210258,-0.508366
GDSC1,342,15583851,687505,C-33-A,SIDM00889,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-3.86137,0.203678,0.18027,-1.633023
GDSC1,342,15584184,687506,C-4-I,SIDM00905,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-1.718042,0.521723,0.16467,-0.644402
GDSC1,342,15584525,687514,ME-180,SIDM00627,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-2.435747,0.412426,0.096592,-0.975447
GDSC1,342,15607409,724839,SW756,SIDM01174,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-1.128541,0.606831,0.16694,-0.372492
GDSC1,342,15667938,906824,Ca-Ski,SIDM00923,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-1.540066,0.54748,0.107994,-0.56231
GDSC1,342,15673721,906843,DoTc2-4510,SIDM00864,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,0.234815,0.809339,0.139596,0.256363
GDSC1,342,15689848,907068,HT-3,SIDM00679,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-4.775263,0.114806,0.049515,-2.054561
GDSC1,342,15796050,924107,CAL-39,SIDM00935,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-1.812633,0.506959,0.150593,-0.688033
GDSC1,342,15805292,930297,SiHa,SIDM01093,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,0.249496,0.788856,0.197937,0.263135
GDSC1,342,15805636,930298,SKG-IIIa,SIDM00381,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,0.896523,0.841613,0.106278,0.56158
GDSC1,342,15814847,949154,OMC-1,SIDM00240,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,1.686619,0.925213,0.047315,0.926016
GDSC1,342,15840265,1240179,MS751,SIDM00638,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-0.758378,0.68091,0.169907,-0.201752
GDSC1,342,15849426,1240212,SISO,SIDM00394,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-3.665882,0.225476,0.065025,-1.542853
GDSC1,342,15864700,1298134,HeLa,SIDM00846,CESC,1460,PARP_9482,"PARP1, PARP2, PARP5a",Genome integrity,1001,Y,0.009766,2.5,-1.018344,0.639036,0.215572,-0.321663
GDSC1,342,15583852,687505,C-33-A,SIDM00889,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,1.922102,0.946001,0.12131,-0.768731
GDSC1,342,15584185,687506,C-4-I,SIDM00905,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,2.815329,0.972504,0.093186,0.18944
GDSC1,342,15584526,687514,ME-180,SIDM00627,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,3.114121,0.973358,0.071132,0.509956
GDSC1,342,15607410,724839,SW756,SIDM01174,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,2.180829,0.936896,0.090218,-0.491193
GDSC1,342,15667939,906824,Ca-Ski,SIDM00923,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,2.166916,0.93996,0.141125,-0.506118
GDSC1,342,15673722,906843,DoTc2-4510,SIDM00864,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,2.815206,0.977877,0.022572,0.189307
GDSC1,342,15689849,907068,HT-3,SIDM00679,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,2.022092,0.94608,0.086998,-0.661471
GDSC1,342,15796051,924107,CAL-39,SIDM00935,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,1.981885,0.947334,0.084188,-0.704601
GDSC1,342,15805293,930297,SiHa,SIDM01093,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,2.998394,0.967728,0.092583,0.385814
GDSC1,342,15805637,930298,SKG-IIIa,SIDM00381,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,1.331301,0.876928,0.128821,-1.402488
GDSC1,342,15814848,949154,OMC-1,SIDM00240,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,2.996961,0.975087,0.056349,0.384277
GDSC1,342,15840266,1240179,MS751,SIDM00638,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,1.297762,0.927264,0.24007,-1.438464
GDSC1,342,15849427,1240212,SISO,SIDM00394,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,1.62864,0.933784,0.127991,-1.08353
GDSC1,342,15864701,1298134,HeLa,SIDM00846,CESC,1461,TANK_1366,"Tankyrase 1/2 (PARP5a, PARP5b)",Genome integrity,1001,Y,0.009766,2.5,1.528939,0.94131,0.263101,-1.190479
GDSC1,342,15583854,687505,C-33-A,SIDM00889,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,2.045574,0.853498,0.046753,-0.636922
GDSC1,342,15584187,687506,C-4-I,SIDM00905,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,1.784391,0.81957,0.147668,-0.915444
GDSC1,342,15584528,687514,ME-180,SIDM00627,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,2.360835,0.866029,0.084673,-0.300734
GDSC1,342,15607412,724839,SW756,SIDM01174,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,2.330582,0.855604,0.143746,-0.332995
GDSC1,342,15667941,906824,Ca-Ski,SIDM00923,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,2.159568,0.844412,0.163459,-0.515361
GDSC1,342,15673724,906843,DoTc2-4510,SIDM00864,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,2.667806,0.910608,0.071775,0.026615
GDSC1,342,15689851,907068,HT-3,SIDM00679,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,1.689708,0.809857,0.059881,-1.016413
GDSC1,342,15796053,924107,CAL-39,SIDM00935,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,2.333616,0.87903,0.068189,-0.329759
GDSC1,342,15805295,930297,SiHa,SIDM01093,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,3.459957,0.93441,0.056898,0.871352
GDSC1,342,15805639,930298,SKG-IIIa,SIDM00381,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,2.91742,0.891052,0.022829,0.292799
GDSC1,342,15814850,949154,OMC-1,SIDM00240,CESC,1464,TTK_3146,TTK,Mitosis,1001,Y,0.039063,10.0,2.875086,0.912945,0.076588,0.247654
