gene,tissue_id,tissue,cell_type_id,cell_type,n_cells,mean_expr,pct_cells,tpc
KRT6A,UBERON:0001015,musculature,CL:0000842,mononuclear cell,2,2.078829288482666,0.00013181308903974164,3.93211595023514e-06
KRT6A,UBERON:0001015,musculature,CL:0000988,hematopoietic cell,3,1.8829466501871746,0.00018326206475259622,5.898173925352711e-06
KRT6A,UBERON:0001015,musculature,CL:0002139,endothelial cell of vascular tree,1,1.4992347955703735,0.001669449081803005,1.96605797511757e-06
KRT6A,UBERON:0001015,musculature,CL:0002211,type I muscle cell,1,1.7692036628723145,2.2281143468282792e-05,1.96605797511757e-06
KRT6A,UBERON:0001015,musculature,CL:0002320,connective tissue cell,20,1.8725566864013672,0.00016067999775048003,3.93211595023514e-05
KRT6A,UBERON:0001015,musculature,CL:0002372,CL:0002372,2,2.04288387298584,3.2039985902406205e-05,3.93211595023514e-06
KRT6A,UBERON:0001015,musculature,CL:0008002,skeletal muscle fiber,2,2.04288387298584,3.2039985902406205e-05,3.93211595023514e-06
KRT6A,UBERON:0001015,musculature,CL:0008011,skeletal muscle satellite stem cell,1,1.4568971395492554,3.1409994660300905e-05,1.96605797511757e-06
KRT6A,UBERON:0001015,musculature,CL:0008046,extrafusal muscle fiber,1,1.7692036628723145,2.2281143468282792e-05,1.96605797511757e-06
KRT6A,UBERON:0001015,musculature,CL:0011027,skeletal muscle fibroblast,1,2.644179582595825,0.00021621621621621621,1.96605797511757e-06
KRT6A,UBERON:0001015,musculature,CL:0011115,precursor cell,2,1.8801913261413574,5.707599668959219e-05,3.93211595023514e-06
KRT6A,UBERON:0001015,musculature,CL:1000414,endothelial cell of venule,1,1.4992347955703735,0.001669449081803005,1.96605797511757e-06
KRT6A,UBERON:0001015,musculature,CL:1001609,muscle fibroblast,1,2.644179582595825,0.00021621621621621621,1.96605797511757e-06
KRT6A,UBERON:0001015,musculature,CL:4030006,fallopian tube secretory epithelial cell,15,2.0440919240315756,0.010822510822510822,2.9490869626763555e-05
KRT6A,UBERON:0001015,musculature,tissue_stats,tendon of semitendinosus,62,1.9808183485461819,,0.00012189559445728935
KRT6A,UBERON:0001043,esophagus,CL:0000000,cell,92694,3.533079608712538,0.6487269571546548,0.5963675199927942
KRT6A,UBERON:0001043,esophagus,CL:0000034,stem cell,1763,2.8138997580473624,0.27970807551959387,0.011342653653389607
KRT6A,UBERON:0001043,esophagus,CL:0000036,epithelial fate stem cell,1740,2.8240335398706895,0.31504617055947853,0.01119467802433234
KRT6A,UBERON:0001043,esophagus,CL:0000057,fibroblast,180,2.34068603515625,0.01295709761013533,0.0011580701404481732
KRT6A,UBERON:0001043,esophagus,CL:0000064,ciliated cell,210,1.8599626813616073,0.08021390374331551,0.0013510818305228686
KRT6A,UBERON:0001043,esophagus,CL:0000066,epithelial cell,88582,3.5775616095820824,0.8061043416538507,0.569912051006556
KRT6A,UBERON:0001043,esophagus,CL:0000067,ciliated epithelial cell,210,1.8599626813616073,0.08021390374331551,0.0013510818305228686
KRT6A,UBERON:0001043,esophagus,CL:0000071,blood vessel endothelial cell,803,2.2273423514360213,0.30176625328823753,0.00516627957099935
KRT6A,UBERON:0001043,esophagus,CL:0000075,columnar/cuboidal epithelial cell,209,1.860832396876869,0.08176838810641628,0.0013446481075203788
KRT6A,UBERON:0001043,esophagus,CL:0000076,squamous epithelial cell,2132,2.354008486749531,0.4369747899159664,0.013716697441308361
KRT6A,UBERON:0001043,esophagus,CL:0000079,stratified epithelial cell,47654,3.9181266263062913,0.9479610105430675,0.30659263596065134
KRT6A,UBERON:0001043,esophagus,CL:0000082,epithelial cell of lung,60,2.228155517578125,0.38461538461538464,0.00038602338014939107
KRT6A,UBERON:0001043,esophagus,CL:0000084,T cell,1142,2.591176048051664,0.491817398794143,0.00734731166884341
KRT6A,UBERON:0001043,esophagus,CL:0000095,neuron associated cell,1,1.8562304973602295,0.009345794392523364,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0000097,mast cell,46,2.186114435610564,0.08914728682170543,0.00029595125811453314
KRT6A,UBERON:0001043,esophagus,CL:0000113,mononuclear phagocyte,334,2.252933707779753,0.10072376357056695,0.00214886348283161
KRT6A,UBERON:0001043,esophagus,CL:0000115,endothelial cell,864,2.2370775010850696,0.20517691759677037,0.005558736674151231
KRT6A,UBERON:0001043,esophagus,CL:0000125,glial cell,1,1.8562304973602295,0.009345794392523364,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0000145,professional antigen presenting cell,204,2.178502251120175,0.06905890318212593,0.0013124794925079295
KRT6A,UBERON:0001043,esophagus,CL:0000150,glandular epithelial cell,83,1.9818367096314948,0.042805569881382156,0.0005339990092066576
KRT6A,UBERON:0001043,esophagus,CL:0000151,secretory cell,136,2.052576850442325,0.05422647527910686,0.0008749863283386198
KRT6A,UBERON:0001043,esophagus,CL:0000152,exocrine cell,4,1.8227283954620361,0.006688963210702341,2.5734892009959405e-05
KRT6A,UBERON:0001043,esophagus,CL:0000159,seromucus secreting cell,30,1.9906321207682292,0.03496503496503497,0.00019301169007469553
KRT6A,UBERON:0001043,esophagus,CL:0000160,goblet cell,19,2.0174377842953333,0.09178743961352658,0.00012224073704730716
KRT6A,UBERON:0001043,esophagus,CL:0000163,endocrine cell,37,1.906913963524071,0.18226600985221675,0.00023804775109212447
KRT6A,UBERON:0001043,esophagus,CL:0000164,enteroendocrine cell,37,1.906913963524071,0.18226600985221675,0.00023804775109212447
KRT6A,UBERON:0001043,esophagus,CL:0000183,contractile cell,3,2.0336923599243164,0.0008705745792222867,1.9301169007469553e-05
KRT6A,UBERON:0001043,esophagus,CL:0000187,muscle cell,2,2.3408195972442627,0.0006020469596628537,1.2867446004979702e-05
KRT6A,UBERON:0001043,esophagus,CL:0000192,smooth muscle cell,2,2.3408195972442627,0.0006020469596628537,1.2867446004979702e-05
KRT6A,UBERON:0001043,esophagus,CL:0000234,phagocyte,334,2.252933707779753,0.10072376357056695,0.00214886348283161
KRT6A,UBERON:0001043,esophagus,CL:0000235,macrophage,41,2.0466282542158916,0.021014864172219375,0.0002637826431020839
KRT6A,UBERON:0001043,esophagus,CL:0000236,B cell,414,2.175667140794837,0.5175,0.0026635613230307983
KRT6A,UBERON:0001043,esophagus,CL:0000237,keratinizing barrier epithelial cell,1329,2.430542084038751,0.5991884580703336,0.008550417870309012
KRT6A,UBERON:0001043,esophagus,CL:0000240,stratified squamous epithelial cell,1329,2.430542084038751,0.5991884580703336,0.008550417870309012
KRT6A,UBERON:0001043,esophagus,CL:0000312,keratinocyte,1329,2.430542084038751,0.5991884580703336,0.008550417870309012
KRT6A,UBERON:0001043,esophagus,CL:0000319,mucus secreting cell,30,1.9906321207682292,0.03496503496503497,0.00019301169007469553
KRT6A,UBERON:0001043,esophagus,CL:0000362,epidermal cell,1329,2.430542084038751,0.5991884580703336,0.008550417870309012
KRT6A,UBERON:0001043,esophagus,CL:0000451,dendritic cell,160,2.2104780197143556,0.17185821697099893,0.001029395680398376
KRT6A,UBERON:0001043,esophagus,CL:0000492,CD4-positive helper T cell,11,2.3604812622070312,0.12359550561797752,7.077095302738836e-05
KRT6A,UBERON:0001043,esophagus,CL:0000499,stromal cell,187,2.145489534592246,0.44844124700239807,0.001203106201465602
KRT6A,UBERON:0001043,esophagus,CL:0000542,lymphocyte,1585,2.4724841963229496,0.44799321650650087,0.010197450958946414
KRT6A,UBERON:0001043,esophagus,CL:0000576,monocyte,13,2.548176105205829,0.058823529411764705,8.363839903236806e-05
KRT6A,UBERON:0001043,esophagus,CL:0000584,enterocyte,209,1.860832396876869,0.08176838810641628,0.0013446481075203788
KRT6A,UBERON:0001043,esophagus,CL:0000623,natural killer cell,22,2.139056986028498,0.19298245614035087,0.00014154190605477672
KRT6A,UBERON:0001043,esophagus,CL:0000624,"CD4-positive, alpha-beta T cell",662,2.7274300843207135,0.5974729241877257,0.004259124627648281
KRT6A,UBERON:0001043,esophagus,CL:0000625,"CD8-positive, alpha-beta T cell",416,2.3849880511944113,0.47706422018348627,0.002676428769035778
KRT6A,UBERON:0001043,esophagus,CL:0000630,supporting cell,1,1.4194380044937134,0.008064516129032258,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0000646,basal cell,1740,2.8240335398706895,0.31504617055947853,0.01119467802433234
KRT6A,UBERON:0001043,esophagus,CL:0000669,pericyte,1,1.4194380044937134,0.008064516129032258,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0000677,gut absorptive cell,209,1.860832396876869,0.08176838810641628,0.0013446481075203788
KRT6A,UBERON:0001043,esophagus,CL:0000723,somatic stem cell,1740,2.8240335398706895,0.31504617055947853,0.01119467802433234
KRT6A,UBERON:0001043,esophagus,CL:0000738,leukocyte,1965,2.4284624483142494,0.2666214382632293,0.012642265699892557
KRT6A,UBERON:0001043,esophagus,CL:0000763,myeloid cell,100,2.1759930419921876,0.03720238095238095,0.0006433723002489851
KRT6A,UBERON:0001043,esophagus,CL:0000766,myeloid leukocyte,100,2.1759930419921876,0.03720238095238095,0.0006433723002489851
KRT6A,UBERON:0001043,esophagus,CL:0000785,mature B cell,3,2.2754157384236655,0.041666666666666664,1.9301169007469553e-05
KRT6A,UBERON:0001043,esophagus,CL:0000786,plasma cell,7,1.7112845012119837,0.023178807947019868,4.503606101742896e-05
KRT6A,UBERON:0001043,esophagus,CL:0000787,memory B cell,3,2.2754157384236655,0.041666666666666664,1.9301169007469553e-05
KRT6A,UBERON:0001043,esophagus,CL:0000789,alpha-beta T cell,1078,2.5952818805078848,0.5444444444444444,0.006935553396684059
KRT6A,UBERON:0001043,esophagus,CL:0000791,mature alpha-beta T cell,1078,2.5952818805078848,0.5444444444444444,0.006935553396684059
KRT6A,UBERON:0001043,esophagus,CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",30,2.3856989542643228,0.14354066985645933,0.00019301169007469553
KRT6A,UBERON:0001043,esophagus,CL:0000794,"CD8-positive, alpha-beta cytotoxic T cell",96,2.246634324391683,0.7007299270072993,0.0006176374082390257
KRT6A,UBERON:0001043,esophagus,CL:0000798,gamma-delta T cell,30,2.628087107340495,0.21428571428571427,0.00019301169007469553
KRT6A,UBERON:0001043,esophagus,CL:0000813,memory T cell,33,2.422293691924124,0.3402061855670103,0.0002123128590821651
KRT6A,UBERON:0001043,esophagus,CL:0000815,regulatory T cell,30,2.3856989542643228,0.14354066985645933,0.00019301169007469553
KRT6A,UBERON:0001043,esophagus,CL:0000816,immature B cell,167,2.240612829516748,0.6498054474708171,0.001074431741415805
KRT6A,UBERON:0001043,esophagus,CL:0000842,mononuclear cell,1919,2.434271593277749,0.27998249197548875,0.012346314441778024
KRT6A,UBERON:0001043,esophagus,CL:0000864,tissue-resident macrophage,1,1.9534912109375,0.006666666666666667,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0000865,gastrointestinal tract (lamina propria) macrophage,1,1.9534912109375,0.006666666666666667,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0000867,secondary lymphoid organ macrophage,1,1.9534912109375,0.006666666666666667,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0000884,mucosa-associated lymphoid tissue macrophage,1,1.9534912109375,0.006666666666666667,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0000903,natural T-regulatory cell,30,2.3856989542643228,0.14354066985645933,0.00019301169007469553
KRT6A,UBERON:0001043,esophagus,CL:0000906,"activated CD8-positive, alpha-beta T cell",70,2.520420619419643,0.20958083832335328,0.00045036061017428953
KRT6A,UBERON:0001043,esophagus,CL:0000945,lymphocyte of B lineage,421,2.1679459886709473,0.382032667876588,0.0027085973840482273
KRT6A,UBERON:0001043,esophagus,CL:0000946,antibody secreting cell,7,1.7112845012119837,0.023178807947019868,4.503606101742896e-05
KRT6A,UBERON:0001043,esophagus,CL:0000987,IgA plasma cell,5,1.680074119567871,0.018050541516245487,3.216861501244925e-05
KRT6A,UBERON:0001043,esophagus,CL:0000988,hematopoietic cell,1965,2.4284624483142494,0.2666214382632293,0.012642265699892557
KRT6A,UBERON:0001043,esophagus,CL:0001065,innate lymphoid cell,22,2.139056986028498,0.19298245614035087,0.00014154190605477672
KRT6A,UBERON:0001043,esophagus,CL:0001067,group 1 innate lymphoid cell,22,2.139056986028498,0.19298245614035087,0.00014154190605477672
KRT6A,UBERON:0001043,esophagus,CL:0002076,endo-epithelial cell,15635,3.326661936360729,0.6332523288780882,0.10059125914392882
KRT6A,UBERON:0001043,esophagus,CL:0002138,endothelial cell of lymphatic vessel,40,2.3498228073120115,0.03558718861209965,0.000257348920099594
KRT6A,UBERON:0001043,esophagus,CL:0002139,endothelial cell of vascular tree,843,2.2331540072657177,0.2227212681638045,0.005423628491098944
KRT6A,UBERON:0001043,esophagus,CL:0002144,capillary endothelial cell,4,2.3735432624816895,0.030534351145038167,2.5734892009959405e-05
KRT6A,UBERON:0001043,esophagus,CL:0002178,epithelial cell of stomach,41,2.049258720584032,0.015805705474171164,0.0002637826431020839
KRT6A,UBERON:0001043,esophagus,CL:0002179,foveolar cell of stomach,37,2.073748408137141,0.018537074148296594,0.00023804775109212447
KRT6A,UBERON:0001043,esophagus,CL:0002180,mucous cell of stomach,4,1.8227283954620361,0.006688963210702341,2.5734892009959405e-05
KRT6A,UBERON:0001043,esophagus,CL:0002181,mucous neck cell of gastric gland,4,1.8227283954620361,0.006688963210702341,2.5734892009959405e-05
KRT6A,UBERON:0001043,esophagus,CL:0002252,epithelial cell of esophagus,15366,3.3516265618898866,0.794806807013914,0.09886058765625905
KRT6A,UBERON:0001043,esophagus,CL:0002268,P/D1 enteroendocrine cell,2,2.1539363861083984,0.3333333333333333,1.2867446004979702e-05
KRT6A,UBERON:0001043,esophagus,CL:0002319,neural cell,1,1.8562304973602295,0.009345794392523364,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0002320,connective tissue cell,368,2.2389931056810464,0.025497124644910968,0.002367610064916265
KRT6A,UBERON:0001043,esophagus,CL:0002419,mature T cell,1111,2.5901434870049505,0.5349061145883486,0.007147866255766224
KRT6A,UBERON:0001043,esophagus,CL:0002543,vein endothelial cell,90,2.1724116007486978,0.08403361344537816,0.0005790350702240866
KRT6A,UBERON:0001043,esophagus,CL:0002563,intestinal epithelial cell,228,1.8738828960217928,0.08251900108577633,0.001466888844567686
KRT6A,UBERON:0001043,esophagus,CL:0002657,glandular cell of esophagus,23,2.1006257430366846,0.024704618689581095,0.00014797562905726657
KRT6A,UBERON:0001043,esophagus,CL:0008019,mesenchymal cell,6,1.7147574424743652,0.0042583392476933995,3.8602338014939105e-05
KRT6A,UBERON:0001043,esophagus,CL:0008034,mural cell,1,1.4194380044937134,0.008064516129032258,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:0011026,progenitor cell,13,2.548176105205829,0.058823529411764705,8.363839903236806e-05
KRT6A,UBERON:0001043,esophagus,CL:0011115,precursor cell,1776,2.811954807590794,0.27222562844880444,0.011426292052421976
KRT6A,UBERON:0001043,esophagus,CL:0019031,intestine goblet cell,19,2.0174377842953333,0.09178743961352658,0.00012224073704730716
KRT6A,UBERON:0001043,esophagus,CL:1000413,endothelial cell of artery,18,2.6577154795328775,0.12413793103448276,0.00011580701404481731
KRT6A,UBERON:0001043,esophagus,CL:1000447,epithelial cell of stratum germinativum of esophagus,365,2.7202680195847604,0.5097765363128491,0.0023483088959087954
KRT6A,UBERON:0001043,esophagus,CL:2000008,microvascular endothelial cell,4,2.3735432624816895,0.030534351145038167,2.5734892009959405e-05
KRT6A,UBERON:0001043,esophagus,CL:4033054,perivascular cell,1,1.4194380044937134,0.008064516129032258,6.433723002489851e-06
KRT6A,UBERON:0001043,esophagus,CL:4033082,CL:4033082,3,1.8478695551554363,0.2727272727272727,1.9301169007469553e-05
KRT6A,UBERON:0001043,esophagus,tissue_stats,tendon of semitendinosus,92697,3.533024936082074,,0.5963868211618018
KRT6A,UBERON:0001087,pleural fluid,CL:0000000,cell,116,2.541054035055226,0.002282206657747698,0.001394465414853461
KRT6A,UBERON:0001087,pleural fluid,CL:0000066,epithelial cell,34,2.076886569752413,0.0055284552845528455,0.00040872262159497995
KRT6A,UBERON:0001087,pleural fluid,CL:0000076,squamous epithelial cell,33,2.083986686937737,0.00537109375,0.000396701368018657
KRT6A,UBERON:0001087,pleural fluid,CL:0000077,mesothelial cell,33,2.083986686937737,0.00537109375,0.000396701368018657
KRT6A,UBERON:0001087,pleural fluid,CL:0000082,epithelial cell of lung,1,1.8425850868225098,0.16666666666666666,1.202125357632294e-05
KRT6A,UBERON:0001087,pleural fluid,CL:0000084,T cell,1,1.7984575033187866,8.965393580778196e-05,1.202125357632294e-05
KRT6A,UBERON:0001087,pleural fluid,CL:0000542,lymphocyte,1,1.7984575033187866,8.965393580778196e-05,1.202125357632294e-05
KRT6A,UBERON:0001087,pleural fluid,CL:0000738,leukocyte,1,1.7984575033187866,8.965393580778196e-05,1.202125357632294e-05
KRT6A,UBERON:0001087,pleural fluid,CL:0000842,mononuclear cell,1,1.7984575033187866,8.965393580778196e-05,1.202125357632294e-05
KRT6A,UBERON:0001087,pleural fluid,CL:0000988,hematopoietic cell,1,1.7984575033187866,8.965393580778196e-05,1.202125357632294e-05
KRT6A,UBERON:0001087,pleural fluid,CL:0001061,abnormal cell,81,2.745057659384645,0.0024161794535258324,0.0009737215396821581
KRT6A,UBERON:0001087,pleural fluid,CL:0001063,neoplastic cell,81,2.745057659384645,0.0024161794535258324,0.0009737215396821581
KRT6A,UBERON:0001087,pleural fluid,CL:0001064,malignant cell,81,2.745057659384645,0.0024161794535258324,0.0009737215396821581
KRT6A,UBERON:0001087,pleural fluid,tissue_stats,tendon of semitendinosus,116,2.541054035055226,,0.001394465414853461
KRT6A,UBERON:0001155,colon,CL:0000000,cell,287,2.0159116738349305,0.0006774252176848108,0.0003530222145686241
KRT6A,UBERON:0001155,colon,CL:0000034,stem cell,136,2.0589763416963467,0.0026068122136819307,0.00016728578808826786
KRT6A,UBERON:0001155,colon,CL:0000036,epithelial fate stem cell,1,3.3017780780792236,0.2,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000057,fibroblast,1,1.7092628479003906,1.9812180528588978e-05,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000064,ciliated cell,75,1.9057069905598958,0.0013367554272270346,9.225319196044183e-05
KRT6A,UBERON:0001155,colon,CL:0000066,epithelial cell,116,1.9764759458344558,0.0007018732755699695,0.0001426849368988167
KRT6A,UBERON:0001155,colon,CL:0000067,ciliated epithelial cell,75,1.9057069905598958,0.0013367554272270346,9.225319196044183e-05
KRT6A,UBERON:0001155,colon,CL:0000075,columnar/cuboidal epithelial cell,75,1.9057069905598958,0.0013367554272270346,9.225319196044183e-05
KRT6A,UBERON:0001155,colon,CL:0000076,squamous epithelial cell,5,1.8136653900146484,0.002181500872600349,6.150212797362789e-06
KRT6A,UBERON:0001155,colon,CL:0000077,mesothelial cell,5,1.8136653900146484,0.002181500872600349,6.150212797362789e-06
KRT6A,UBERON:0001155,colon,CL:0000113,mononuclear phagocyte,1,2.1462669372558594,0.00016223231667748214,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000115,endothelial cell,1,2.593479871749878,0.00019051247856734617,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000150,glandular epithelial cell,28,2.0452286856515065,0.0006763775152788849,3.4441191665231616e-05
KRT6A,UBERON:0001155,colon,CL:0000151,secretory cell,28,2.0452286856515065,0.0006763775152788849,3.4441191665231616e-05
KRT6A,UBERON:0001155,colon,CL:0000159,seromucus secreting cell,4,2.5020053386688232,0.00010433240303607293,4.920170237890231e-06
KRT6A,UBERON:0001155,colon,CL:0000160,goblet cell,4,2.5020053386688232,0.00010433240303607293,4.920170237890231e-06
KRT6A,UBERON:0001155,colon,CL:0000163,endocrine cell,1,2.148016929626465,0.0006680026720106881,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000164,enteroendocrine cell,1,2.148016929626465,0.0006680026720106881,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000183,contractile cell,1,1.8921781778335571,0.00014549687181725592,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000222,mesodermal cell,2,1.6642377376556396,0.00012291807510294387,2.4600851189451155e-06
KRT6A,UBERON:0001155,colon,CL:0000234,phagocyte,1,2.1462669372558594,0.00016223231667748214,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000319,mucus secreting cell,4,2.5020053386688232,0.00010433240303607293,4.920170237890231e-06
KRT6A,UBERON:0001155,colon,CL:0000499,stromal cell,2,1.4682139158248901,0.00021166260979997884,2.4600851189451155e-06
KRT6A,UBERON:0001155,colon,CL:0000540,neuron,3,1.8227036794026692,0.002180232558139535,3.690127678417673e-06
KRT6A,UBERON:0001155,colon,CL:0000576,monocyte,1,2.1462669372558594,0.00016223231667748214,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000584,enterocyte,75,1.9057069905598958,0.0013367554272270346,9.225319196044183e-05
KRT6A,UBERON:0001155,colon,CL:0000630,supporting cell,1,1.8921781778335571,0.00014549687181725592,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000646,basal cell,1,3.3017780780792236,0.2,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000669,pericyte,1,1.8921781778335571,0.00014549687181725592,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000677,gut absorptive cell,77,1.8969682965959822,0.0006869663743342225,9.471327707938694e-05
KRT6A,UBERON:0001155,colon,CL:0000723,somatic stem cell,1,3.3017780780792236,0.2,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000738,leukocyte,1,2.1462669372558594,0.00016223231667748214,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000763,myeloid cell,1,2.1462669372558594,0.00016223231667748214,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000766,myeloid leukocyte,1,2.1462669372558594,0.00016223231667748214,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000842,mononuclear cell,1,2.1462669372558594,0.00016223231667748214,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0000988,hematopoietic cell,1,2.1462669372558594,0.00016223231667748214,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0001061,abnormal cell,16,2.288461685180664,0.0007662835249042146,1.9680680951560924e-05
KRT6A,UBERON:0001155,colon,CL:0001063,neoplastic cell,16,2.288461685180664,0.0007662835249042146,1.9680680951560924e-05
KRT6A,UBERON:0001155,colon,CL:0001064,malignant cell,15,2.3423540751139322,0.0013594344752582926,1.8450638392088366e-05
KRT6A,UBERON:0001155,colon,CL:0002071,enterocyte of epithelium of large intestine,24,1.8829936981201172,0.0012447487163528862,2.9521021427341385e-05
KRT6A,UBERON:0001155,colon,CL:0002076,endo-epithelial cell,80,1.9596176147460938,0.0006722180675411103,9.840340475780462e-05
KRT6A,UBERON:0001155,colon,CL:0002253,epithelial cell of large intestine,26,2.002431135911208,0.00047574609796710034,3.19811065462865e-05
KRT6A,UBERON:0001155,colon,CL:0002319,neural cell,3,1.8227036794026692,0.002180232558139535,3.690127678417673e-06
KRT6A,UBERON:0001155,colon,CL:0002320,connective tissue cell,4,1.6344672441482544,5.9883825378765195e-05,4.920170237890231e-06
KRT6A,UBERON:0001155,colon,CL:0002563,intestinal epithelial cell,80,1.9596176147460938,0.0006722180675411103,9.840340475780462e-05
KRT6A,UBERON:0001155,colon,CL:0008019,mesenchymal cell,4,1.8037519454956055,0.0005393016044222731,4.920170237890231e-06
KRT6A,UBERON:0001155,colon,CL:0008034,mural cell,1,1.8921781778335571,0.00014549687181725592,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0009010,transit amplifying cell,3,1.6083356539408367,9.573958831977022e-05,3.690127678417673e-06
KRT6A,UBERON:0001155,colon,CL:0009039,colon goblet cell,1,3.5549111366271973,0.00030873726458783575,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0011026,progenitor cell,1,2.1462669372558594,0.00016223231667748214,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:0011108,colon epithelial cell,26,2.002431135911208,0.00047574609796710034,3.19811065462865e-05
KRT6A,UBERON:0001155,colon,CL:0011115,precursor cell,137,2.059613527172673,0.0023485043284477585,0.00016851583064774042
KRT6A,UBERON:0001155,colon,CL:0019031,intestine goblet cell,2,3.333306312561035,0.0001751927119831815,2.4600851189451155e-06
KRT6A,UBERON:0001155,colon,CL:1000320,large intestine goblet cell,1,3.5549111366271973,0.00030873726458783575,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:1000347,enterocyte of colon,24,1.8829936981201172,0.0012447487163528862,2.9521021427341385e-05
KRT6A,UBERON:0001155,colon,CL:4030006,fallopian tube secretory epithelial cell,23,1.9613202965777854,0.014734144778987828,2.8290978867868827e-05
KRT6A,UBERON:0001155,colon,CL:4030026,"BEST4+ intestinal epithelial cell, human",1,1.7394267320632935,0.00036036036036036037,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,CL:4033054,perivascular cell,1,1.8921781778335571,0.00014549687181725592,1.2300425594725578e-06
KRT6A,UBERON:0001155,colon,tissue_stats,tendon of semitendinosus,287,2.0159116738349305,,0.0003530222145686241
KRT6A,UBERON:0001255,urinary bladder,CL:0000000,cell,143,1.9983556787450831,0.005086795674445077,0.003961218836565097
KRT6A,UBERON:0001255,urinary bladder,CL:0000034,stem cell,113,1.9977002439245712,0.021818883954431358,0.0031301939058171746
KRT6A,UBERON:0001255,urinary bladder,CL:0000036,epithelial fate stem cell,113,1.9977002439245712,0.021818883954431358,0.0031301939058171746
KRT6A,UBERON:0001255,urinary bladder,CL:0000057,fibroblast,7,2.009164946419852,0.0006182653241476771,0.00019390581717451522
KRT6A,UBERON:0001255,urinary bladder,CL:0000066,epithelial cell,135,2.001405617042824,0.008980840872804683,0.003739612188365651
KRT6A,UBERON:0001255,urinary bladder,CL:0000113,mononuclear phagocyte,1,1.5109589099884033,0.0005688282138794084,2.7700831024930747e-05
KRT6A,UBERON:0001255,urinary bladder,CL:0000150,glandular epithelial cell,7,2.178558894566127,0.02734375,0.00019390581717451522
KRT6A,UBERON:0001255,urinary bladder,CL:0000151,secretory cell,7,2.178558894566127,0.02734375,0.00019390581717451522
KRT6A,UBERON:0001255,urinary bladder,CL:0000234,phagocyte,1,1.5109589099884033,0.0005688282138794084,2.7700831024930747e-05
KRT6A,UBERON:0001255,urinary bladder,CL:0000576,monocyte,1,1.5109589099884033,0.0005688282138794084,2.7700831024930747e-05
KRT6A,UBERON:0001255,urinary bladder,CL:0000646,basal cell,113,1.9977002439245712,0.021818883954431358,0.0031301939058171746
KRT6A,UBERON:0001255,urinary bladder,CL:0000723,somatic stem cell,113,1.9977002439245712,0.021818883954431358,0.0031301939058171746
KRT6A,UBERON:0001255,urinary bladder,CL:0000731,urothelial cell,128,1.9917175769805908,0.008662696264212236,0.0035457063711911356
KRT6A,UBERON:0001255,urinary bladder,CL:0000738,leukocyte,1,1.5109589099884033,0.0005688282138794084,2.7700831024930747e-05
KRT6A,UBERON:0001255,urinary bladder,CL:0000763,myeloid cell,1,1.5109589099884033,0.0005688282138794084,2.7700831024930747e-05
KRT6A,UBERON:0001255,urinary bladder,CL:0000766,myeloid leukocyte,1,1.5109589099884033,0.0005688282138794084,2.7700831024930747e-05
KRT6A,UBERON:0001255,urinary bladder,CL:0000842,mononuclear cell,1,1.5109589099884033,0.0005688282138794084,2.7700831024930747e-05
